Nomor Identitias,Nama Stasiun,Merek Mesin,Jenis Pengisian,Status Instalasi,Harga Pengisian (Rp),Harga Layanan (Rp),Daya,Jumlah Nozzle,Arus Maksimal,Peralatan Catu Daya Listrik,Sistem Kontrol Arus Mesin,Sistem Kontrol Tegangan Mesin,Sistem Kontrol Komunikasi Mesin,Sistem Keamanan Mesin,GPS,Panjang Mesin (Cm),Lebar Mesin (Cm),Tinggi Mesin (Cm),Berat Mesin (Kg),Panjang Nozzle (Cm),Lebar Nozzle (Cm),Tinggi Nozzle (Cm),Diameter Nozzle (Cm)
01.POSO.00.1377.001,SPKLU PLN ULP PARIAMAN,Delta,Medium Charging,Beroperasi,2466.78,0,22000,1,40,Ada,Ada,Ada,Ada,Ada,Ada,40,32,150,5.4,400,17,18,17
01.POSO.00.1311.001,SPKLU PLN ULP MUARA LABUH,Delta,Medium Charging,Beroperasi,2466.78,0,22000,1,40,Ada,Ada,Ada,Ada,Ada,Ada,40,32,150,5.4,400,17,18,17
01.POSO.00.1306.001,SPKLU PLN ULP LUBUK BASUNG,Delta,Medium Charging,Beroperasi,2466.78,0,22000,1,40,Ada,Ada,Ada,Ada,Ada,Ada,40,32,150,5.4,400,17,18,17
01.POSO.00.1304.002,SPKLU PLN ULP LINTAU,Delta,Medium Charging,Beroperasi,2466.78,0,22000,1,40,Ada,Ada,Ada,Ada,Ada,Ada,40,32,150,5.4,400,17,18,17
01.POSO.00.1312.002,SPKLU PLN UJUNG GADING,Teison,Medium Charging,Beroperasi,2466.78,0,22000,1,32,Ada,Ada,Ada,Ada,Ada,Ada,40,32,150,5.4,400,17,18,17
01.POSO.00.1303.001,SPKLU PLN ULP SIJUNJUNG,Teison,Medium Charging,Beroperasi,2466.78,0,22000,1,32,Ada,Ada,Ada,Ada,Ada,Ada,40,32,150,5.4,400,17,18,17
01.POSO.00.1371.008,SPKLU UNAND,Delta,Fast Charging,Beroperasi,2466.78,0,50000,3,90,Ada,Ada,Ada,Ada,Ada,Ada,68,85,180,420,400,17,18,17
01.POSO.00.1307.003,SPKLU MASJID AL IHSAN PANGKALAN,Delta,Medium Charging,Beroperasi,2466.78,0,22000,1,40,Ada,Ada,Ada,Ada,Ada,Ada,40,32,150,5.4,400,17,18,17
01.POSO.00.1303.002,SPKLU PLN MESJID SYUHADA PALANGKI,Delta,Medium Charging,Beroperasi,2466.78,0,22000,1,40,Ada,Ada,Ada,Ada,Ada,Ada,40,32,150,5.4,400,17,18,17
01.POSO.00.1371.009,SPKLU PLN TRANSMART PADANG,Teison,Medium Charging,Beroperasi,2466.78,0,22000,1,32,Ada,Ada,Ada,Ada,Ada,Ada,40,32,150,5.4,400,17,18,17
01.POSO.00.1305.003,SPKLU LA PIT STOP CAR WASH,Teison,Medium Charging,Beroperasi,2466.78,0,22000,1,32,Ada,Ada,Ada,Ada,Ada,Ada,40,32,150,5.4,400,17,18,17
01.POSO.00.1371.010,SPKLU PLN Universitas Negeri Padang,Delta,Medium Charging,Beroperasi,2466.78,0,22000,1,40,Ada,Ada,Ada,Ada,Ada,Ada,40,32,150,5.4,400,17,18,17
01.POSO.00.1376.003,SPKLU PONGEK OR,Teison,Medium Charging,Beroperasi,2466.78,0,22000,1,32,Ada,Ada,Ada,Ada,Ada,Ada,40,32,150,5.4,400,17,18,17
01.POSO.00.1371.011,SPKLU MASJID RAYA NAYLUS SYAADAH,Teison,Medium Charging,Beroperasi,2466.78,0,22000,1,32,Ada,Ada,Ada,Ada,Ada,Ada,40,32,150,5.4,400,17,18,17
01.POSO.00.1371.012,SPKLU PLN TRANSMART PADANG,Teison,Medium Charging,Beroperasi,2466.78,0,22000,1,32,Ada,Ada,Ada,Ada,Ada,Ada,40,32,150,5.4,400,17,18,17
01.POSO.00.1301.003,SPKLU PLN KANTOR BUPATI PESSEL,Delta,Fast Charging,Beroperasi,2466.78,0,50000,3,90,Ada,Ada,Ada,Ada,Ada,Ada,68,85,180,420,400,17,18,17
01.POSO.00.1310.002,SPKLU PLN WARONG ESSY,Delta,Medium Charging,Beroperasi,2466.78,0,22000,1,40,Ada,Ada,Ada,Ada,Ada,Ada,40,32,150,5.4,400,17,18,17
01.POSO.00.1304.003,SPKLU PLN HOTEL EMERSIA,Delta,Medium Charging,Beroperasi,2466.78,0,22000,1,40,Ada,Ada,Ada,Ada,Ada,Ada,40,32,150,5.4,400,17,18,17
01.POSO.00.1310.003,SPKLU Hotel Umega,Delta,Medium Charging,Beroperasi,2466.78,0,22000,1,40,Ada,Ada,Ada,Ada,Ada,Ada,40,32,150,5.4,400,17,18,17
01.POSO.00.1308.005,SPKLU KANTOR BUPATI PASAMAN,Teison,Medium Charging,Beroperasi,2466.78,0,22000,1,32,Ada,Ada,Ada,Ada,Ada,Ada,40,32,150,5.4,400,17,18,17
01.POSO.00.1312.003,SPKLU PLN AIR BANGIS,Teison,Medium Charging,Beroperasi,2466.78,0,22000,1,32,Ada,Ada,Ada,Ada,Ada,Ada,40,32,150,5.4,400,17,18,17
01.POSO.00.1302.003,SPKLU MASJID H. ALIUS,Teison,Medium Charging,Beroperasi,2466.78,0,22000,1,32,Ada,Ada,Ada,Ada,Ada,Ada,40,32,150,5.4,400,17,18,17
01.POSO.00.1312.004,SPKLU PLN MUARA KIAWAI,Teison,Medium Charging,Beroperasi,2466.78,0,22000,1,32,Ada,Ada,Ada,Ada,Ada,Ada,40,32,150,5.4,400,17,18,17
01.POSO.00.1372.004,SPKLU SOLOK PREMIERE HOTEL SYARIAH,Teison,Medium Charging,Beroperasi,2466.78,0,22000,1,32,Ada,Ada,Ada,Ada,Ada,Ada,40,32,150,5.4,400,17,18,17
01.POSO.00.1376.004,SPKLU SIDE WALK COFFEE,Teison,Medium Charging,Beroperasi,2466.78,0,22000,1,32,Ada,Ada,Ada,Ada,Ada,Ada,40,32,150,5.4,400,17,18,17
01.POSO.00.1307.004,SPKLU KAMPUNG EROPA HARAU,Teison,Medium Charging,Beroperasi,2466.78,0,22000,1,32,Ada,Ada,Ada,Ada,Ada,Ada,40,32,150,5.4,400,17,18,17
01.POSO.00.1376.005,SPKLU KAMPUS UNAND 2 PYK,Teison,Medium Charging,Beroperasi,2466.78,0,22000,1,32,Ada,Ada,Ada,Ada,Ada,Ada,40,32,150,5.4,400,17,18,17
01.POSO.00.1376.006,SPKLU SKAY WAY COFFEE,Teison,Medium Charging,Beroperasi,2466.78,0,22000,1,32,Ada,Ada,Ada,Ada,Ada,Ada,40,32,150,5.4,400,17,18,17
01.POSO.00.1303.003,SPKLU TANG AIA CAFE & RESTO,Teison,Medium Charging,Beroperasi,2466.78,0,22000,1,32,Ada,Ada,Ada,Ada,Ada,Ada,40,32,150,5.4,400,17,18,17
01.POSO.00.1311.002,SPKLU PLN PADANG ARO,Teison,Medium Charging,Beroperasi,2466.78,0,22000,1,32,Ada,Ada,Ada,Ada,Ada,Ada,40,32,150,5.4,400,17,18,17
01.POSO.00.1371.013,SPKLU PLAZA ANDALAS,Teison,Medium Charging,Beroperasi,2466.78,0,22000,1,32,Ada,Ada,Ada,Ada,Ada,Ada,40,32,150,5.4,400,17,18,17
01.POSO.00.1401.005,SPKLU PLN UP3 BANGKINANG,SINO CS ENERGY,Fast Charging,Beroperasi,2466.78,2466.78,50000,2,102,Ada,Ada,Ada,Ada,Ada,Ada,70,55,180,366,500,17,18,17
01.POSO.00.1403.004,SPKLU PLN ULP BENGKALIS,SINO CS ENERGY,Fast Charging,Beroperasi,2466.78,2466.78,30000,1,50,Ada,Ada,Ada,Ada,Ada,Ada,64,26,150,55,500,17,18,17
01.POSO.00.1407.002,SPKLU PLN ULP Bagan Siapi Api,SINO CS ENERGY,Fast Charging,Beroperasi,2466.78,2466.78,30000,1,50,Ada,Ada,Ada,Ada,Ada,Ada,64,26,150,55,500,17,18,17
01.POSO.00.1406.001,SPKLU PLN ULP UJUNG BATU,SINO CS ENERGY,Medium Charging,Beroperasi,2466.78,2466.78,22000,1,32,Ada,Ada,Ada,Ada,Ada,Ada,40,20,150,6,500,17,18,17
01.POSO.00.1408.003,SPKLU PLN ULP SIAK SRI INDRAPURA,SINO CS ENERGY,Fast Charging,Beroperasi,2466.78,2466.78,30000,1,50,Ada,Ada,Ada,Ada,Ada,Ada,64,26,150,55,500,17,18,17
01.POSO.00.1403.005,SPKLU PLN KP SEI PAKNING,SINO CS ENERGY,Fast Charging,Beroperasi,2466.78,2466.78,30000,1,50,Ada,Ada,Ada,Ada,Ada,Ada,64,26,150,55,500,17,18,17
01.POSO.00.1406.002,SPKLU PLN ULP PASIR PANGARAIAN,SINO CS ENERGY,Fast Charging,Beroperasi,2466.78,2466.78,30000,1,50,Ada,Ada,Ada,Ada,Ada,Ada,64,26,150,55,500,17,18,17
01.POSO.00.1401.007,SPKLU PLN ULP LIPAT KAIN,SINO CS ENERGY,Medium Charging,Beroperasi,2466.78,2466.78,22000,1,32,Ada,Ada,Ada,Ada,Ada,Ada,40,20,150,6,500,17,18,17
01.POSO.00.1471.015,SPKLU Hotel Prime Park,SINO CS ENERGY,Medium Charging,Beroperasi,2466.78,2466.78,22000,1,32,Ada,Ada,Ada,Ada,Ada,Ada,40,20,150,6,500,17,18,17
01.POSO.00.1402.006,SPKLU POSKO YANTEK BELILAS,SINO CS ENERGY,Fast Charging,Beroperasi,2466.78,2466.78,30000,1,50,Ada,Ada,Ada,Ada,Ada,Ada,64,26,150,55,500,17,18,17
01.POSO.00.1408.004,SPKLU PLN ULP PERAWANG,SINO CS ENERGY,Fast Charging,Beroperasi,2466.78,2466.78,30000,1,50,Ada,Ada,Ada,Ada,Ada,Ada,64,26,150,55,500,17,18,17
01.POSO.00.1410.001,SPKLU PLN ULP SELAT PANJANG,SINO CS ENERGY,Medium Charging,Beroperasi,2466.78,2466.78,22000,1,32,Ada,Ada,Ada,Ada,Ada,Ada,40,20,150,6,500,17,18,17
01.POSO.00.1471.016,SPKLU TRANSMART PEKANBARU A,SINO CS ENERGY,Medium Charging,Beroperasi,2466.78,2466.78,22000,1,32,Ada,Ada,Ada,Ada,Ada,Ada,40,20,150,6,500,17,18,17
01.POSO.00.1471.017,SPKLU TRANSMART PEKANBARU B,SINO CS ENERGY,Medium Charging,Beroperasi,2466.78,2466.78,22000,1,32,Ada,Ada,Ada,Ada,Ada,Ada,40,20,150,6,500,17,18,17
01.POSO.00.1471.018,SPKLU Cafe Monocsky,SINO CS ENERGY,Medium Charging,Beroperasi,2466.78,2466.78,22000,1,32,Ada,Ada,Ada,Ada,Ada,Ada,40,20,150,6,500,17,18,17
01.POSO.00.1471.019,SPKLU Taman AeroSport,SINO CS ENERGY,Medium Charging,Beroperasi,2466.78,2466.78,22000,1,32,Ada,Ada,Ada,Ada,Ada,Ada,40,20,150,6,500,17,18,17
01.POSO.00.1471.020,SPKLU PLN ICON + SBU SBT,SINO CS ENERGY,Fast Charging,Beroperasi,2466.78,2466.78,30000,1,50,Ada,Ada,Ada,Ada,Ada,Ada,64,26,150,55,500,17,18,17
01.POSO.00.7203.001,SPKLU PLN ULP DONGGALA,CHARGECORE,Fast Charging,Beroperasi,2466.78,0,25000,1,50,Ada,Ada,Ada,Ada,Ada,Ada,720,416,820,205,500,10,17,10
01.POSO.00.7271.004,SPKLU PLN ULP KAMONJI,CHARGECORE,Medium Charging,Beroperasi,2466.78,0,22000,1,32,Ada,Ada,Ada,Ada,Ada,Ada,300,186,482,12,500,10,17,10
01.POSO.00.7202.002,SPKLU PLN ULP TENTENA,CHARGECORE,Medium Charging,Beroperasi,2466.78,0,22000,1,32,Ada,Ada,Ada,Ada,Ada,Ada,300,186,482,12,500,10,17,10
01.POSO.00.7204.002,SPKLU PLN UP3 TOLITOLI 2,CHARGECORE,Medium Charging,Beroperasi,2466.78,0,22000,1,32,Ada,Ada,Ada,Ada,Ada,Ada,300,186,482,12,500,10,17,10
01.POSO.00.7271.005,SPKLU PLN ULP TAWAELI,EV POWER,Slow Charging,Beroperasi,2466.78,0,7000,1,32,Ada,Ada,Ada,Ada,Ada,Ada,300,186,482,12,500,10,17,10
01.POSO.00.7171.007,SPKLU PLN UP3 MANADO,CHARGECORE,Fast Charging,Beroperasi,2466.78,0,25000,1,50,Ada,Ada,Ada,Ada,Ada,Ada,720,416,820,205,500,10,17,10
01.POSO.00.7171.008,SPKLU PLN ULP PANIKI,CHARGECORE,Medium Charging,Beroperasi,2466.78,0,22000,1,32,Ada,Ada,Ada,Ada,Ada,Ada,300,186,482,12,500,10,17,10
01.POSO.00.7102.001,SPKLU PLN ULP TONDANO,CHARGECORE,Medium Charging,Beroperasi,2466.78,0,22000,1,32,Ada,Ada,Ada,Ada,Ada,Ada,300,186,482,12,500,10,17,10
01.POSO.00.7505.001,SPKLU PLN ULP KWANDANG,CHARGECORE,Medium Charging,Beroperasi,2466.78,0,22000,1,32,Ada,Ada,Ada,Ada,Ada,Ada,300,186,482,12,500,10,17,10
01.POSO.00.7102.002,SPKLU PLN NUSANTARA POWER TONDANO,CHARGECORE,Medium Charging,Beroperasi,2466.78,0,22000,1,32,Ada,Ada,Ada,Ada,Ada,Ada,300,186,482,12,500,10,17,10
01.POSO.00.7501.001,SPKLU PLN ULP LIMBOTO,CHARGECORE,Fast Charging,Beroperasi,2466.78,0,25000,1,50,Ada,Ada,Ada,Ada,Ada,Ada,300,186,482,12,500,10,17,10
01.POSO.00.7501.002,SPKLU PLN ULP TELAGA,CHARGECORE,Medium Charging,Beroperasi,2466.78,0,22000,1,32,Ada,Ada,Ada,Ada,Ada,Ada,720,416,820,205,500,10,17,10
01.POSO.00.7108.002,SPKLU PLN ULP BOLMUT 2,CHARGECORE,Medium Charging,Beroperasi,2466.78,0,22000,1,32,Ada,Ada,Ada,Ada,Ada,Ada,300,186,482,12,500,10,17,10
01.POSO.00.7107.001,SPKLU PLN ULP RATAHAN,CHARGECORE,Medium Charging,Beroperasi,2466.78,0,22000,1,32,Ada,Ada,Ada,Ada,Ada,Ada,300,186,482,12,500,10,17,10
01.POSO.00.7105.002,SPKLU PLN ULP MOTOLING,CHARGECORE,Medium Charging,Beroperasi,2466.78,0,22000,1,32,Ada,Ada,Ada,Ada,Ada,Ada,300,186,482,12,500,10,17,10
01.POSO.00.7110.001,SPKLU PLN KJ KOTABUNAN,CHARGECORE,Medium Charging,Beroperasi,2466.78,0,22000,1,32,Ada,Ada,Ada,Ada,Ada,Ada,300,186,482,12,500,10,17,10
01.POSO.00.7174.002,SPKLU PLN UP3 KOTAMOBAGU 2,CHARGECORE,Medium Charging,Beroperasi,2466.78,0,22000,1,32,Ada,Ada,Ada,Ada,Ada,Ada,300,186,482,12,500,10,17,10
01.POSO.00.7212.001,SPKLU PLN ULP KOLONEDALE,DELTA,Slow Charging,Beroperasi,2466.78,0,7000,1,32,Ada,Ada,Ada,Ada,Ada,Ada,300,186,482,12,500,10,17,10
01.POSO.00.8105.001,SPKLU PLN ULP BULA,Proteksindo,Slow Charging,Beroperasi,2466.78,2466.78,22000,1,32,Ada,Ada,Ada,Ada,Ada,Ada,300,186,482,12,500,10,17,10
01.POSO.00.8101.002,SPKLU PLN ULP MASOHI,Proteksindo,Slow Charging,Beroperasi,2466.78,2466.78,22000,1,32,Ada,Ada,Ada,Ada,Ada,Ada,300,186,482,12,500,10,17,10
01.POSO.00.8105.002,SPKLU PLN ULP KOBISONTA,Proteksindo,Slow Charging,Beroperasi,2466.78,2466.78,22000,1,32,Ada,Ada,Ada,Ada,Ada,Ada,300,186,482,12,500,10,17,10
01.POSO.00.8104.001,SPKLU PLN ULP NAMLEA,Proteksindo,Slow Charging,Beroperasi,2466.78,2466.78,22000,1,32,Ada,Ada,Ada,Ada,Ada,Ada,300,186,482,12,500,10,17,10
01.POSO.00.8104.002,SPKLU PLN ULP MAKO,Proteksindo,Slow Charging,Beroperasi,2466.78,2466.78,22000,1,32,Ada,Ada,Ada,Ada,Ada,Ada,300,186,482,12,500,10,17,10
01.POSO.00.8109.001,SPKLU PLN ULP NAMROLE,Proteksindo,Slow Charging,Beroperasi,2466.78,2466.78,22000,1,32,Ada,Ada,Ada,Ada,Ada,Ada,300,186,482,12,500,10,17,10
01.POSO.00.8108.001,SPKLU PLN ULP SAUMLAKI,Proteksindo,Medium Charging,Beroperasi,2466.78,2466.78,25000,1,40,Ada,Ada,Ada,Ada,Ada,Ada,720,416,820,205,500,10,17,10
01.POSO.00.8272.003,SPKLU PLN UP3 SOFIFI,Proteksindo,Slow Charging,Beroperasi,2466.78,2466.78,22000,1,32,Ada,Ada,Ada,Ada,Ada,Ada,300,186,482,12,500,10,17,10
01.POSO.00.8102.001,SPKLU PLN UP3 Tual,Proteksindo,Medium Charging,Beroperasi,2466.78,2466.78,25000,1,40,Ada,Ada,Ada,Ada,Ada,Ada,720,416,820,205,500,10,17,10
01.POSO.00.5310.001,SPKLU PLN ULP RUTENG,Delta,Slow Charging,Beroperasi,2466.78,0,7700,1,35,Ada,Ada,Ada,Ada,Ada,Ada,34,29,15,7.5,400,17,18,17
01.POSO.00.5303.002,SPKLU WINI,Delta,Slow Charging,Beroperasi,2466.78,0,7700,1,35,Ada,Ada,Ada,Ada,Ada,Ada,34,29,15,7.5,400,17,18,17
01.POSO.00.5371.005,SPKLU TIROSA,Delta,Slow Charging,Beroperasi,2466.78,0,7700,1,35,Ada,Ada,Ada,Ada,Ada,Ada,34,29,15,7.5,400,17,18,17
01.POSO.00.5311.001,SPKLU MAMULI SUMBA,Proteksindo,Ultra Fast Charging,Beroperasi,2466.78,0,60000,3,272,Ada,Ada,Ada,Ada,Ada,Ada,80,49,181,360,400,17,18,17
01.POSO.00.5311.002,SPKLU PLN UP3 SUMBA,Delta,Slow Charging,Beroperasi,2466.78,0,7700,1,35,Ada,Ada,Ada,Ada,Ada,Ada,34,29,15,7.5,400,17,18,17
01.POSO.00.5311.003,SPKLU PLN KANTOR JAGA MELOLO,Delta,Slow Charging,Beroperasi,2466.78,0,7700,1,35,Ada,Ada,Ada,Ada,Ada,Ada,34,29,15,7.5,400,17,18,17
01.POSO.00.5301.002,SPKLU TAKARI,Delta,Slow Charging,Beroperasi,2466.78,0,7700,1,35,Ada,Ada,Ada,Ada,Ada,Ada,34,29,15,7.5,400,17,18,17
01.POSO.00.5107.006,SPKLU KANTOR JAGA PLN ABANG,CHARGERCORE,Medium Charging,Beroperasi,2466.78,0,22000,1,18,Ada,Ada,Ada,Ada,Ada,Ada,68,85,180,420,400,17,18,17
01.POSO.00.5107.007,SPKLU KANTOR JAGA PLN MANGGIS,TEISON,Medium Charging,Beroperasi,2466.78,0,22000,1,18,Ada,Ada,Ada,Ada,Ada,Ada,68,85,180,420,400,17,18,17
01.POSO.00.5106.009,SPKLU KANTOR JAGA PLN SUSUT,CHARGERCORE,Medium Charging,Beroperasi,2466.78,0,22000,1,18,Ada,Ada,Ada,Ada,Ada,Ada,68,85,180,420,400,17,18,17
01.POSO.00.5108.008,SPKLU KANTOR PLN TAMBLANG,SINO,Medium Charging,Beroperasi,2466.78,0,22000,1,18,Ada,Ada,Ada,Ada,Ada,Ada,68,85,180,420,400,17,18,17
01.POSO.00.5171.036,SPKLU KELURAHAN SERANGAN,SINO,Medium Charging,Beroperasi,2466.78,0,22000,1,18,Ada,Ada,Ada,Ada,Ada,Ada,68,85,180,420,400,17,18,17
01.POSO.00.5108.009,SPKLU LOVINA,SINO,Medium Charging,Beroperasi,2466.78,0,22000,1,18,Ada,Ada,Ada,Ada,Ada,Ada,68,85,180,420,400,17,18,17
01.POSO.00.5106.010,SPKLU PAHDI SPECIALTY COFFEE,SINO,Medium Charging,Beroperasi,2466.78,0,22000,1,18,Ada,Ada,Ada,Ada,Ada,Ada,68,85,180,420,400,17,18,17
01.POSO.00.5106.011,SPKLU PAHDI SPECIALTY COFFEE,SINO,Medium Charging,Beroperasi,2466.78,0,22000,1,18,Ada,Ada,Ada,Ada,Ada,Ada,68,85,180,420,400,17,18,17
01.POSO.00.5103.045,SPKLU PANTAI MUAYA JIMBARAN,SINO,Medium Charging,Beroperasi,2466.78,0,22000,1,18,Ada,Ada,Ada,Ada,Ada,Ada,68,85,180,420,400,17,18,17
01.POSO.00.5103.046,SPKLU PARKIR DTW ULUWATU,SINO,Medium Charging,Beroperasi,2466.78,0,22000,1,18,Ada,Ada,Ada,Ada,Ada,Ada,68,85,180,420,400,17,18,17
01.POSO.00.5171.037,SPKLU PARKIR TIMUR LAP RENON,SINO,Medium Charging,Beroperasi,2466.78,0,22000,1,18,Ada,Ada,Ada,Ada,Ada,Ada,68,85,180,420,400,17,18,17
01.POSO.00.5171.038,SPKLU PLN UID BALI,SINO,Medium Charging,Beroperasi,2466.78,0,22000,1,18,Ada,Ada,Ada,Ada,Ada,Ada,68,85,180,420,400,17,18,17
01.POSO.00.5104.003,SPKLU PLN ULP GIANYAR,PHIHONG,Slow Charging,Beroperasi,2466.78,0,7000,1,18,Ada,Ada,Ada,Ada,Ada,Ada,68,85,180,420,400,17,18,17
01.POSO.00.5105.004,SPKLU PLN ULP KLUNGKUNG,PHIHONG,Slow Charging,Beroperasi,2466.78,0,7000,1,18,Ada,Ada,Ada,Ada,Ada,Ada,68,85,180,420,400,17,18,17
01.POSO.00.5107.008,SPKLU PLN ULP KARANGASEM,PHIHONG,Slow Charging,Beroperasi,2466.78,0,7000,1,18,Ada,Ada,Ada,Ada,Ada,Ada,68,85,180,420,400,17,18,17
01.POSO.00.5102.011,SPKLU REST AREA SOKA,SINO,Ultra Fast Charging,Beroperasi,2466.78,0,105000,1,18,Ada,Ada,Ada,Ada,Ada,Ada,68,85,180,420,400,17,18,17
01.POSO.00.5101.008,SPKLU RUMAH MAKAN BIDADARI,TEISON,Medium Charging,Beroperasi,2466.78,0,22000,1,18,Ada,Ada,Ada,Ada,Ada,Ada,68,85,180,420,400,17,18,17
01.POSO.00.5171.039,SPKLU TRANS STUDIO MALL BALI,SINO,Medium Charging,Beroperasi,2466.78,0,22000,1,18,Ada,Ada,Ada,Ada,Ada,Ada,68,85,180,420,400,17,18,17
01.POSO.00.5171.040,SPKLU TRANS STUDIO MALL BALI,SINO,Medium Charging,Beroperasi,2466.78,0,22000,1,18,Ada,Ada,Ada,Ada,Ada,Ada,68,85,180,420,400,17,18,17
01.POSO.00.5171.041,SPKLU TRANS STUDIO MALL BALI,SINO,Medium Charging,Beroperasi,2466.78,0,22000,1,18,Ada,Ada,Ada,Ada,Ada,Ada,68,85,180,420,400,17,18,17
01.POSO.00.5101.009,SPKLU YEH LEH,SINO,Medium Charging,Beroperasi,2466.78,0,22000,1,18,Ada,Ada,Ada,Ada,Ada,Ada,68,85,180,420,400,17,18,17
01.POSO.00.5107.009,SPKLU YEH MALET,PHIHONG,Slow Charging,Beroperasi,2466.78,0,22000,1,18,Ada,Ada,Ada,Ada,Ada,Ada,68,85,180,420,400,17,18,17
01.POSO.00.5171.042,SPKLU DITLANTAS POLDA BALI,PHIHONG,Slow Charging,Beroperasi,2466.78,0,7000,1,18,Ada,Ada,Ada,Ada,Ada,Ada,68,85,180,420,400,17,18,17
01.POSO.00.1106.001,SPKLU PLN ULP JANTHO,Teison,Medium Charging,Beroperasi,2466.78,0,22000,1,32,Ada,Ada,Ada,Ada,Ada,Ada,39.6,25.6,12,5,4.5,2,12,2
01.POSO.00.1172.001,SPKLU PLN ULP SABANG,Teison,Medium Charging,Beroperasi,2466.78,0,22000,1,32,Ada,Ada,Ada,Ada,Ada,Ada,39.6,25.6,12,5,4.5,2,12,2
01.POSO.00.1105.003,SPKLU UP3 MEULABOH,Teison,Fast Charging,Beroperasi,2466.78,0,66000,2,150,Ada,Ada,Ada,Ada,Ada,Ada,92.3,75,135,180,5,4,15,4
01.POSO.00.1173.002,SPKLU PLN UP3 LHOKSEUMAWE,Teison,Ultra Fast Charging,Beroperasi,2466.78,0,131000,2,200,Ada,Ada,Ada,Ada,Ada,Ada,92.3,75,188.5,200,5,4,15,4
01.POSO.00.1107.002,SPKLU PLN UP3 SIGLI,Teison,Medium Charging,Beroperasi,2466.78,0,22000,1,32,Ada,Ada,Ada,Ada,Ada,Ada,39.6,25.6,12,5,4.5,2,12,2
01.POSO.00.1104.001,SPKLU PLN ULP TAKENGON,Teison,Medium Charging,Beroperasi,2466.78,0,22000,1,32,Ada,Ada,Ada,Ada,Ada,Ada,39.6,25.6,12,5,4.5,2,12,2
01.POSO.00.1175.002,SPKLU PLN UP3 SUBULUSSALAM,Teison,Medium Charging,Beroperasi,2466.78,0,22000,1,32,Ada,Ada,Ada,Ada,Ada,Ada,39.6,25.6,12,5,4.5,2,12,2
01.POSO.00.1110.001,SPKLU PLN ULP RIMO,Teison,Medium Charging,Beroperasi,2466.78,0,22000,1,32,Ada,Ada,Ada,Ada,Ada,Ada,39.6,25.6,12,5,4.5,2,12,2
01.POSO.00.1109.001,SPKLU PLN ULP SINABANG,Teison,Medium Charging,Beroperasi,2466.78,0,22000,1,32,Ada,Ada,Ada,Ada,Ada,Ada,39.6,25.6,12,5,4.5,2,12,2
01.POSO.00.1174.003,SPKLU PLN UP3 LANGSA,Teison,Ultra Fast Charging,Beroperasi,2466.78,0,131000,2,200,Ada,Ada,Ada,Ada,Ada,Ada,92.3,75,188.5,200,5,4,15,4
01.POSO.00.5271.014,SPKLU PLN UP3 MATARAM,Delta,Fast Charging,Beroperasi,2466.78,2466.78,50,3,100,Ada,Ada,Ada,Ada,Ada,Ada,68,85,180,420,400,17,18,17
01.POSO.00.5271.015,SPKLU SASAKU LOMBOK,Chargecore,Medium Charging,Beroperasi,2466.78,2466.78,22,1,32,Ada,Ada,Ada,Ada,Ada,Ada,68,85,180,420,400,17,18,17
01.POSO.00.5204.005,SPKLU PLN ULP EMPANG,Autel,Medium Charging,Beroperasi,2466.78,2466.78,22,1,32,Ada,Ada,Ada,Ada,Ada,Ada,68,85,180,420,400,17,18,17
01.POSO.00.5204.006,SPKLU PLN ULP EMPANG,AC Mini Plus,Slow Charging,Beroperasi,2466.78,2466.78,7,1,29,Ada,Ada,Ada,Ada,Ada,Ada,68,85,180,420,400,17,18,17
01.POSO.00.5271.016,SPKLU KANTOR ESDM PROVINSI NTB,Chargecore,Medium Charging,Beroperasi,2466.78,2466.78,22,1,32,Ada,Ada,Ada,Ada,Ada,Ada,68,85,180,420,400,17,18,17
01.POSO.00.5206.004,SPKLU PLN ULP SAPE,Chargecore,Medium Charging,Beroperasi,2466.78,2466.78,22,1,32,Ada,Ada,Ada,Ada,Ada,Ada,68,85,180,420,400,17,18,17
01.POSO.00.5202.003,SPKLU PLN ULP PRAYA,Chargecore,Medium Charging,Beroperasi,2466.78,2466.78,22,1,32,Ada,Ada,Ada,Ada,Ada,Ada,68,85,180,420,400,17,18,17
01.POSO.00.5206.005,SPKLU PLN KP BOLO,Chargecore,Medium Charging,Beroperasi,2466.78,2466.78,22,1,32,Ada,Ada,Ada,Ada,Ada,Ada,68,85,180,420,400,17,18,17
01.POSO.00.5206.006,SPKLU PLN KP SORIUTU,Chargecore,Medium Charging,Beroperasi,2466.78,2466.78,22,1,32,Ada,Ada,Ada,Ada,Ada,Ada,68,85,180,420,400,17,18,17
01.POSO.00.5271.017,SPKLU GOLDEN PALACE HOTEL,Delta,Medium Charging,Beroperasi,2466.78,2466.78,22,1,32,Ada,Ada,Ada,Ada,Ada,Ada,68,85,180,420,400,17,18,17
01.POSO.00.5271.018,SPKLU MVP GRAND NATURA,Delta,Medium Charging,Beroperasi,2466.78,2466.78,22,1,32,Ada,Ada,Ada,Ada,Ada,Ada,68,85,180,420,400,17,18,17
01.POSO.00.5204.007,SPKLU PLN PLTD LABUHAN,Autel,Medium Charging,Beroperasi,2466.78,2466.78,22,1,32,Ada,Ada,Ada,Ada,Ada,Ada,68,85,180,420,400,17,18,17
